,count,Unitprice_mean,Unitprice_std,Unitprice_min,Unitprice_p25,Unitprice_p50,Unitprice_p75,Unitprice_max,Unitprice_p10,Unitprice_p90,IQR_x,Unitprice_3Q+1.5*IQR,WUnitprice_mean,WUnitprice_std,WUnitprice_min,WUnitprice_p25,WUnitprice_p50,WUnitprice_p75,WUnitprice_max,WUnitprice_p10,WUnitprice_p90,IQR_y,WUnitprice_3Q+1.5*IQR,TaxRatio_mean,TaxRatio_std,TaxRatio_min,TaxRatio_p25,TaxRatio_p50,TaxRatio_p75,TaxRatio_max,TaxRatio_p10,TaxRatio_p90,IQR,TaxRatio_3Q+1.5*IQR,Unitprice_cluster,WUnitprice_cluster,TaxRatio_cluster
100110,1.0,70.10526315789474,0.0,70.10526315789474,70.10526315789474,70.10526315789474,70.10526315789474,70.10526315789474,70.10526315789474,70.10526315789474,0.0,70.10526315789474,1.6723163841807909,0.0,1.6723163841807909,1.6723163841807909,1.6723163841807909,1.6723163841807909,1.6723163841807909,1.6723163841807909,1.6723163841807909,0.0,1.6723163841807909,0.06006006006006006,0.0,0.06006006006006006,0.06006006006006006,0.06006006006006006,0.06006006006006006,0.06006006006006006,0.06006006006006006,0.06006006006006006,0.0,0.06006006006006006,1,0,0
100119,13.0,39.787647338656754,104.12113411932621,9.756414842759114e-05,0.2678185745140389,1.336116910229645,9.717579250720462,372.5981308411215,0.025672391611123033,88.80000000000007,9.449760676206424,23.892220265030097,27.228872098165255,68.57359105661897,5.8964002476488104e-05,0.005577244841048522,0.023751387347391788,1.2177365982792852,224.8,0.003885051545739382,100.22073891625625,1.2121593534382367,3.03597562843664,100.9512944920188,250.59957217726816,0.0,0.002937720329024677,0.25,10.448598130841122,862.75,0.0002965599051008306,309.2541666666669,10.445660410512097,26.11708874660927,1,0,2
100190,11.0,22402.84174685834,53252.00474372207,0.4779214442546963,6.992130010845059,27.204872321690637,2045.0,169626.0,1.3638511518015357,71377.0,2038.0078699891549,5102.011804983733,51.08664140191542,102.48942412800115,0.07641899718682774,0.40514721993003905,3.1166273687887522,53.39414206642066,333.4064748201439,0.22667509481668774,111.29758149316508,52.98899484649063,132.8776343361566,2.0516389021519825,6.22701064498213,0.00043308791684711995,0.008151194510578306,0.039242332964400294,0.19998735938382123,20.79868283191139,0.00490344280261517,1.169741697416974,0.19183616487324293,0.4877416066936856,1,0,0
100199,2.0,0.7045077224933339,0.9321486636530213,0.04537908135030437,0.3749434019218192,0.7045077224933339,1.0340720430648487,1.3636363636363635,0.17720480957891027,1.2318106354077576,0.6591286411430295,2.022765004779393,7.822834645669292,10.15004458348879,0.6456692913385826,4.234251968503937,7.822834645669292,11.411417322834646,15.0,2.0811023622047244,13.564566929133859,7.177165354330709,22.17716535433071,4.733333333333333,5.279730632859555,1.0,2.8666666666666667,4.733333333333333,6.6,8.466666666666667,1.7466666666666666,7.720000000000001,3.733333333333333,12.2,1,0,0
100390,2.0,7697.8125,9773.895094603406,786.625,4242.21875,7697.8125,11153.40625,14609.0,2168.8625,13226.7625,6911.1875,21520.1875,47.08550907187227,66.24157101683753,0.24564500941619585,23.665577040644237,47.08550907187227,70.50544110310031,93.92537313432835,9.613617821907411,84.55740032183714,46.83986406245607,140.76523719678443,0.0001324222681286085,0.0001872733675476846,0.0,6.621113406430425e-05,0.0001324222681286085,0.00019863340219291274,0.000264844536257217,2.6484453625721702e-05,0.0002383600826314953,0.0001324222681286085,0.0003972668043858255,1,0,0
100590,12.0,2922.5951685611635,5740.36977776191,0.08090271639856225,1.6316665764253613,17.69379341351017,1649.0,15971.0,0.37644084934277056,12802.700000000003,1647.3683334235745,4120.052500135362,26.12417418679252,48.22992487440855,0.005689900426742532,0.4737997599851483,2.8559497046903077,24.46083798579869,161.56521739130434,0.046973112550209056,72.58959835221422,23.987038225813542,60.44139532451901,7.692157637115868,14.279257395484457,0.0011355893708834886,0.019209299251212453,0.34829002228452305,8.104145854145855,45.11485451761103,0.0013490556821267614,25.47623626373627,8.084936554894643,20.23155068648782,1,0,0
100630,6.0,761.1607604475626,1379.492323691925,29.921348314606742,67.64114414996769,210.23337189126664,461.6578947368421,3551.0,48.24890945142102,2025.0,394.0167505868744,1052.6830206171537,28.696208310581415,67.43797916968182,0.1045911137701924,0.2933119244540484,1.3125046184428395,2.69867751939183,166.33333333333334,0.19044662557154568,84.58567368772987,2.4053655949377815,6.306725911798502,2.0303933114190795,4.626693758097268,0.06156856841788349,0.0888967403673357,0.16825044342879653,0.22830171748735434,11.47352609838528,0.06893197269792717,5.853997518130516,0.13940497712001865,0.4374091831673823,1,0,0
100790,1.0,0.0008678672163159037,0.0,0.0008678672163159037,0.0008678672163159037,0.0008678672163159037,0.0008678672163159037,0.0008678672163159037,0.0008678672163159037,0.0008678672163159037,0.0,0.0008678672163159037,0.000421163464069492,0.0,0.000421163464069492,0.000421163464069492,0.000421163464069492,0.000421163464069492,0.000421163464069492,0.000421163464069492,0.000421163464069492,0.0,0.000421163464069492,114.75,0.0,114.75,114.75,114.75,114.75,114.75,114.75,114.75,0.0,114.75,1,0,3
105119,1.0,3721.0,0.0,3721.0,3721.0,3721.0,3721.0,3721.0,3721.0,3721.0,0.0,3721.0,12.52861952861953,0.0,12.52861952861953,12.52861952861953,12.52861952861953,12.52861952861953,12.52861952861953,12.52861952861953,12.52861952861953,0.0,12.52861952861953,0.0013437248051599033,0.0,0.0013437248051599033,0.0013437248051599033,0.0013437248051599033,0.0013437248051599033,0.0013437248051599033,0.0013437248051599033,0.0013437248051599033,0.0,0.0013437248051599033,1,0,0
105940,1.0,43.392405063291136,0.0,43.392405063291136,43.392405063291136,43.392405063291136,43.392405063291136,43.392405063291136,43.392405063291136,43.392405063291136,0.0,43.392405063291136,15.372197309417041,0.0,15.372197309417041,15.372197309417041,15.372197309417041,15.372197309417041,15.372197309417041,15.372197309417041,15.372197309417041,0.0,15.372197309417041,0.0014585764294049008,0.0,0.0014585764294049008,0.0014585764294049008,0.0014585764294049008,0.0014585764294049008,0.0014585764294049008,0.0014585764294049008,0.0014585764294049008,0.0,0.0014585764294049008,1,0,0
